X	y0	y1	y2	y3	y4	y5	y6	y7	y8	y9	y10	y11	y12	y13	y14	y15	y16	y17	y18	y19	y20	y21	y22	y23	y24	y25	y26	y27	y28	y29	y30	y31	y32	y33	y34	y35	y36	y37	y38	y39	y40	y41	y42	y43	y44	y45	y46	y47	y48	y49	y50	y51	y52	y53	y54	y55	y56	y57	y58	y59	y60	y61	y62	y63	y64	y65	y66	y67	y68	y69	y70	y71	y72	y73	y74	y75	y76	y77	y78	y79	y80	y81	y82	y83	y84	y85	y86	y87	y88	y89	y90	y91	y92	y93	y94	y95	y96	y97	y98	y99	y100	y101	y102	y103	y104	y105	y106	y107	y108	y109	y110	y111	y112	y113	y114	y115	y116	y117	y118	y119	y120	y121	y122	y123	y124	y125	y126	y127	y128	y129	y130	y131	y132	y133	y134	y135	y136	y137	y138	y139	y140	y141	y142	y143	y144	y145	y146	y147	y148	y149	y150	y151	y152	y153	y154	y155	y156	y157	y158	y159	y160	y161	y162	y163	y164	y165	y166	y167	y168	y169	y170	y171	y172	y173	y174	y175	y176	y177	y178	y179
x308	-9.6	-9	95.27	-23.53	-7.66	-18.96	26.61	44.83	-82.17	2.77	-24.2	-13.99	-2.57	62.75	-36.82	-0.97	39.36	16.16	-37.4	32.92	-32.32	9.69	84.38	29.34	68.27	17.63	-56.32	-15.24	-67.65	-62.47	-35.94	2.56	-32.92	74.71	-46.64	-2.7	7.69	13.93	-45.28	-11.5	-38.78	23.47	10.36	-30.58	4.64	47.82	-72.69	-42.63	26.3	-18.87	63.37	28.43	20.09	-52.29	70.66	33.93	-23.4	-21.72	15.06	-32.74	-51.47	-2.72	-17.03	42.04	-41.39	-1.29	-15.25	36.45	100	12.98	31.33	12.91	-77.55	21.26	76.05	56.57	18.12	-100	-13.16	-31.48	-20.55	-3.15	16.93	27.22	1.38	-42.23	-0.38	5.3	16.18	-0.58	-63.51	-24.29	0.66	-4.13	-83.97	-74.32	-93.18	61.55	-17.25	20.76	2.35	-29.23	32.01	-19.65	-2.42	72.11	-25.52	-21.08	15.66	34.87	-38.61	26.85	41.91	2.86	62.3	-5.46	17.98	-46.58	24.5	-13.42	3.53	-32.56	31.98	61.49	-16.36	-27.91	42	8.03	-51.02	-4.97	64.09	66.53	9.09	-48.94	36.66	-26.35	65.58	60.98	100	-13.16	-33.82	58.18	-55.55	-32.1	41.91	49.65	-30.76	36.89	9.77	-6.52	-8.02	7.29	2.08	-19.33	34.96	-26.74	20.05	95.38	68.59	-20.28	12.84	2.9	-19.01	-39.99	44.32	-72.17	32.92	27.65	10.69	12.93	64.57	6.06	40.88	-3.54	12.16	53.93	8.15	-65.55	22.59	53
x309	36.24	25.44	0.07	45.73	-41.96	-44.27	58.14	-39.09	-42.38	-8.71	-86.66	-28.28	-56.35	22.51	-37.78	-52.18	-14.9	2.16	40.31	30.27	2.08	-40.03	-24.3	88.79	13.61	-7.17	-30.48	48.2	-43.53	24.41	-93.77	-29.37	31.66	58.38	-53.2	-3.31	-30	-0.27	-57.06	35.24	15.34	24.11	63.64	39.45	51.71	-48.23	-23.49	1.91	-100	-51.74	-100	-72.81	6.32	35.35	-21.61	-13.91	-8.12	2.4	78.58	26.54	-6.92	8.26	-41.28	56.82	-26.85	-79.71	-21.89	-31.12	15.33	0.73	38.74	-30.14	32.9	-15.16	3.36	-40.18	9.46	-14.96	-7.04	-87	9.67	45.55	26.55	-64.41	-30.34	-1.12	32.64	74.67	30.75	-98.95	-41.44	14.76	-0.71	44.96	-33.74	79.62	-81.46	-52.76	7.98	-26.13	-52.7	-34.08	35.47	-27.16	-2.37	-23.19	-12.18	10.62	-15.95	61.67	-58.22	3.89	50.39	10.46	-55.43	36.58	14.42	-73.36	2.59	18.5	37.18	-0.63	-100	-38.64	19.68	-81.65	73.31	58.08	2.54	0.02	-36.38	29.08	23.85	-19.2	34.53	-4.28	100	-95.12	88.86	4.05	-93.81	40.28	62.66	-5.2	-36.51	-1.97	-100	-8.12	-8.81	15.13	39.89	-10.12	-7.62	-25.88	49.45	-69.86	-2.53	-15.81	21.86	-62.1	-7.12	48.43	-34.45	94.21	19.44	32.16	55.13	-7.28	-38.8	-52.45	-22.31	-18.16	68.57	-55	-60.94	-31.28	-85.52	-21.15	-24.94	-48.87
x310	-24	2.67	95.27	23.19	99.81	11.88	-14.53	1.92	-13.58	38.17	-22.97	-85.55	-0.74	41.51	39.28	-23.62	65.13	31.84	67.03	32.33	-68.15	28.46	84.38	-72.8	-2.67	2.58	-65.11	1.52	-9.53	20.22	-8.07	-29.3	-9.6	100	8.07	-24.81	-25.01	-33.5	29.23	-13.03	-30.54	96.38	30.62	72.67	53.45	59.08	0.29	-22.18	29.13	35.06	-30.39	13.31	-8.78	-10.77	35.55	12.3	-48.06	-47.04	23.6	21.72	-100	100	6.49	-87.79	-8.27	-13.7	-50.19	9.14	-15.87	-53.92	8.91	10.22	-71.09	8.99	-17.58	-98.81	-22.73	-10.08	-46.02	-48.46	13.47	-14.08	-15.66	-5.91	6.65	-62.87	99.75	-21.92	8.25	3.46	47.14	30.57	98.34	2.49	-23.36	40.98	44.57	-14.24	-4.17	60.53	-2.02	-29.23	-0.94	-19.65	-74.68	35.84	-20.39	-33.42	-25.02	-7.48	-91.25	-36.43	-9.19	66.06	54.41	-38.68	-2.24	66.64	29.48	-5.33	66.85	99.1	46.74	-73.71	17.71	46.24	44.92	48.75	-99.29	-26.55	51.95	-55.69	19.4	5.13	-27.24	36.85	-8.67	-40.69	0.73	40.72	61.59	18.54	-32.42	1.83	54.91	-61.08	33.19	-13.86	-74.7	60.33	-0.49	38.15	39.25	10.84	81.33	16.17	-14.12	28.11	-14.33	-20.28	10.54	100	-0.98	5.84	46.33	-76.99	28.05	-46.21	-11.98	-49.75	30.46	40.28	-37.41	-60.22	50.08	71.51	-35.34	50.69	33.52	-33.93
x311	29.66	-25.3	95.27	-40.11	20.82	100	16.36	-71.59	-11.01	-34.2	-55.08	-27.19	-55.8	-16.58	-45.08	-18.34	-32.17	-24.93	-10.23	2.04	58.87	-69.5	84.38	25.05	-7.59	14.12	20.34	-17.14	-88.05	47.37	-30.3	0.9	-56.25	-10.69	-70.67	9.52	2.41	-56.98	44.55	18.75	-36.9	-63.59	-48.01	54.51	-2.23	8.71	16.37	-10.18	31.43	-26.56	-84.19	19.78	56.08	-6.06	1.62	69.26	-15.87	-49.19	-5.52	-48.77	53.59	-31.9	2.64	2.42	10.54	-11.58	-23.17	6.31	73.69	-49.07	31.33	24.14	-18.5	-38.85	9.36	-40.13	-36.69	-15.16	37.6	-26.6	19.43	-38.01	41.6	-9.84	-78.04	-100	-4.82	7.46	-22.67	-7.52	-35.52	37.82	69.58	-29.42	-28.28	-16.39	72.43	2.23	30.41	16.77	-22.03	-29.23	1.65	-19.65	-12.06	-64.4	-61.84	-53.17	29.69	41.56	-59.9	28.47	10.8	-72.35	-12.39	14.2	-31.43	-0.85	21.68	34.91	35.96	4.74	-31.16	-19.15	-60.57	6.76	-33.83	30.53	100	-90.32	-10.09	17.34	-46.16	-2.11	23.98	-78.68	-7.63	56.52	10.62	-15.78	-43.11	-16.36	43.28	26.16	-32.91	3.42	18.09	-14.14	-39.41	45.32	-66.03	-5.66	-75.16	54.39	21.71	47.8	-37.23	75.32	-7.66	-30.98	-8.73	27.43	-12.93	19.39	-47.52	53.24	34.77	-50.53	38.72	34.34	73	4.38	5.57	19.63	24.99	-17.23	8.43	12.38	-8.4	26.26
x312	-20.74	3.86	60	-20.39	-9.02	-4.36	-11.39	-45.32	-13.79	-41.06	-32.83	0.13	14.21	-8.46	-33.2	-100	-23.57	-1.37	15.94	25.15	-38.69	-32.96	-67.56	88.79	43.34	15.14	-8.34	0.56	-51.46	40.66	-42.48	-78.98	-2.73	-15.43	-5.91	11.7	-2.27	99.67	75.48	-30.08	63.29	83.54	25.26	15.51	0.26	-74.51	28.62	-5.92	-60.43	-32.32	31.41	-50.34	55.42	17.19	-62.02	44.79	6.02	-50.27	-1.53	2.56	80.48	41.25	-74.19	-87.79	43.19	1.99	36.7	17.39	-11.92	38.48	-25.2	16.67	-0.25	-68.33	91.58	0.08	-50.42	50.63	2.85	10.04	-2.49	55.65	-37.42	-38.76	36.6	21.19	-71.49	31.45	-53.96	1	-16.36	18.18	-12.51	53.07	50.56	-28.67	26.53	73.87	39.75	-100	-53.78	49.03	-33.43	26.21	-46.92	19.53	-1.3	13.26	-9.96	61.16	-34.57	31.04	28.21	-27.14	-19.32	-64.06	-2.24	83.7	33.24	3.5	79.76	-42.54	42.82	34.46	52.83	-45.56	-59.72	-31.07	-26.01	9.62	21.07	-36.83	66.45	-27.44	-4.42	-42.33	61.07	12.25	-2.53	-87.11	82.67	-48.61	9.95	-7.49	15.93	-25.84	-17.46	-4.14	59.18	-79.32	58.74	30.41	-69.32	-51.9	-26.94	10.85	45.91	100	20.23	27.7	11.83	92.57	36.39	10.83	20.59	61.49	32.58	13.2	33.11	48.67	-18.75	44.84	-1.88	55.34	88.81	-5	79.53	-97.6	56.56	2.07
x313	-3.78	5.09	95.27	-28.95	-11.88	9.87	44.37	-49.5	40.91	23.94	-21.89	-12.69	-34.32	-41.09	51.92	37.32	-51.4	-43.07	-7.07	-92.34	-10.8	38.57	84.38	88.79	-57.68	21.6	-8.34	-29.01	32.35	22.36	17.53	17.06	-58.25	-38.95	48.35	-2.66	-30.75	-9.95	38.79	46.15	4.96	35.31	9.55	-6.91	-29.67	59.08	17.44	-82.7	-60.43	-27.72	-98.37	-88.1	-75.37	28.56	-27.84	-64.3	46.62	2.97	-25.24	-25.73	38.8	33.13	59.37	-1.77	43.19	-30.96	4.24	-85.08	-34.78	-30.17	-67.12	-35.8	-32.43	8.86	6.5	19.96	-5.5	96.61	28.95	-20.92	-66.62	35.24	76.07	75.68	-63.38	-19.05	-32.8	27.87	-5.23	-11.99	-35.52	24.48	98.34	-16.71	15.07	100	-22.05	36.56	6.35	-16.86	-29.26	-29.23	-27.78	-19.65	68.71	1.07	-19.45	-100	27.24	30.7	9.41	-43.89	-0.35	3.31	-16.96	33.51	48	50.94	14.52	23.87	61.44	-12.49	33.01	23.66	19.42	17.89	-29.19	18.97	52.37	25.49	-43.89	-40.71	-14.47	4.71	100	-45.54	-5.32	-32.45	18.01	-22.21	-66	-21.3	12.26	-100	-5.71	2.43	-31.88	41.34	31.49	-79.32	-45.63	22.04	55.5	-100	-39.58	-46.09	47.63	100	4.73	-17.72	-24.57	-28.32	31.65	-20.79	-33.19	-21.94	41.4	-2.05	36.94	-69.46	27.49	-68.07	-30.25	9.86	53.79	-9.11	9.45	-55.28	45.21	-87.5
x314	69.62	-26.73	31.18	-36.36	-2.48	48.63	26.61	-71.59	-27.61	14.16	100	-85.55	6.42	62.75	96.43	53.71	-15.58	-18.35	11.96	-14.61	32.76	22.43	46.8	-45.21	-32.65	-14.71	-3.28	5.53	-0.56	-44.45	-35.94	14.3	-56.25	100	3.13	27.99	44.33	-46.93	12.46	-47.79	-63.7	84.15	-5.44	88.73	16.55	-23.21	19.3	-17.27	-21.44	-32.63	10.62	-59.64	-67.85	-32.8	-17.07	-28.67	-59.3	-47.04	17.87	-32.74	11.88	-3.68	44.1	89.05	-36.32	19.51	6.63	-34.48	59.13	63.28	-29.48	-36.29	2.77	-26.06	-28.61	9.08	-89.14	-13.08	64.01	-4.43	17.22	-18.6	-52.26	18.48	52.44	-3.17	-87.68	-42.64	-8.32	12.97	1.79	4.24	45.81	-92.65	-11.56	-9.59	-93.18	14.01	11.35	-0.88	-42.08	-1.65	11.96	-25.22	-2.42	35.84	-1.06	-13.3	44.58	30.83	13.27	71.98	15.68	-89.31	59.09	24.91	-27.51	5.07	23.8	42.75	-15.25	-16.51	-4.16	-25.64	8.93	14.39	-5.36	42.88	-99.29	-4.97	6.86	-27.41	-54.42	-42.05	7.07	37.24	23.81	44.7	2.58	36.38	67.62	-62.8	-33.59	92.96	-16.11	4.42	85.72	44.74	66.99	9.71	66.94	-24.96	20.02	39.14	3.98	-6.38	61.57	-60.33	-18.82	-20.28	23.59	63.88	4.67	5.84	-45.46	-76.99	-63.14	-100	31.1	40.87	35.62	8.03	-84.75	-17.94	16.69	-17.13	-34.15	12.2	48.07	-95.27
x315	32.06	0.21	14.16	-28.28	-41.53	34.45	31.61	-31.28	-44.46	-23.32	13.81	44.14	-100	-80.48	-83.9	-67.12	-17.42	-24.93	35.72	-4.16	-63.87	-59.85	22.51	50.71	0.19	86.75	11.4	32.9	-11.16	47.37	76.4	24.76	-33.86	17.98	74.44	48.73	9.79	54.91	-54.9	13.89	-18.76	100	14.4	5.99	-12.66	20.45	-83.6	8.72	10.19	-1.6	74.81	-72.81	-19.38	-25.46	1.62	44.79	-22.71	-19.03	13.15	32.94	-3.84	-78.47	-6.44	23.68	-18.51	38.32	7.14	-1.82	-9.61	-33.11	41.46	32.44	-81.11	-8.49	-35.47	98.38	-4.4	95.83	28.95	-37.49	-9.63	-0.1	-54.98	30.18	-27.56	-37.9	64.3	85.73	-38.2	32.2	1.19	-69.91	-78.38	50.88	-50.15	-0.2	49.58	91.86	6.36	-30.29	-15.55	-10.82	-10.94	26.56	-26.49	64.31	1.59	33.1	3.29	23.06	15.34	-1.88	-47.52	-13.94	54.14	51.21	-76.97	66.64	33.42	26.62	-63.7	-2.54	-72.72	30.33	-41.92	-63	13.86	49.3	23.72	12.43	-18.17	7.56	32.28	-19.2	-2.93	-4.28	-39.87	-41.34	-8.95	-42.73	-5.94	37.3	33.7	-54.52	23.79	-2.82	-41.73	-50.11	12.39	26.74	-92.08	6.16	32.04	-23.68	-33.36	27.9	-51.5	-17.21	38.09	-12.95	-33.24	10.67	-3.88	-42.86	66.83	100	82.72	-6.93	-25.43	100	34.08	0.87	-39.52	21.04	76.63	-31.24	-7.89	24.65	3.13	21.44
x316	-24	-28.41	-36.51	-69.74	41.29	30.71	20.08	-2.43	34.95	-14.61	100	-0.18	10.16	-29.38	-42.18	-5.89	88.64	38.87	-6.88	-9.72	30.94	75.25	-11.59	19.54	73.36	39.89	51.23	-3.72	-16.87	-43.86	-24.04	-38.76	-37.55	22.27	-78.37	14.18	25.01	-69.24	-18.22	-50.4	-30.54	84.15	-78.4	-21.52	-51.69	22.03	44.61	52.17	41.91	41.49	66.38	-100	-42.13	-95.06	20.1	26.56	76.7	-61.23	70.63	2.73	42.53	19.95	4.81	-87.79	-54.8	30.59	40.23	-19.13	1.71	-41.44	-18.77	-28.52	-20.28	-30.42	43.37	-14.71	2.45	-52.58	59.81	-1.19	-16.53	21.08	-56.9	5.78	-14.85	2.71	48.73	-42.64	53.69	-3.89	17.57	24.4	-10.29	16.7	55.13	37.72	-93.37	-46.71	-40.24	-56.18	-2.54	-54.69	-32.73	29.04	1.59	-23.65	-37.28	-13.8	-49.59	-2.6	53.08	-17.25	0.49	23.02	55.33	26.9	-2.24	21.61	-42.35	-31.82	-77.24	-15.54	-42.96	-94.86	20.69	22.06	10.22	-42.76	-3.39	-42.65	21.34	-17.38	-11.67	2.82	6.79	-12.71	-4.77	32.18	-11.11	-32.08	21.44	2.79	40.28	27.6	-13.69	-16.18	90.25	29.64	59.18	-35.95	77.29	33.91	-45.64	-46.56	-26.76	-9	-39.65	3.35	39.16	26.11	-11.48	19.79	-48.65	16.6	20.62	-17.46	-3.57	-11.97	65.3	24.24	-39.88	-36.54	22.55	-31.69	32.08	-23.08	12.75	-65.93	-22.96	8.17
x317	-5.94	-54.55	-15.38	-11.47	-100	-25.94	26.61	-5.25	-56.98	-34.2	20.16	-13.05	-25.38	62.75	-26.12	-9.35	-2.79	-24.93	-38.27	-92.34	-11.99	-13.11	-23.29	-60.37	-45.04	62.93	-0.09	27.71	-69.2	47.37	-35.94	29.59	-30.75	14.76	23.42	-67.97	-13.01	-37.61	79.94	-11.81	43.16	-30.55	0.87	-27.66	-7.8	-62.05	-25.19	-4.86	-30.4	31.24	30.69	-44.03	47.56	-23.26	1.62	-10.83	52.9	37.31	53.47	92.52	-41.79	0.64	-28.11	-66.71	21.93	26.26	-45.7	7.89	13.82	37.16	-16.37	-94.47	32.45	-43.06	-71.83	-48.53	20.93	6.8	-63.08	22.69	-83.46	0.85	19.74	24.95	15.9	5.56	-9.46	-28.7	-27.34	-75.08	29.3	-57.36	0.84	44.22	-1.42	59.97	-93.18	18.29	-100	-27.93	-22.03	-56.56	-18.76	28.9	-12.88	64.31	4.62	-8.6	25.95	6.56	-2.33	-1.98	18.28	15.02	-8.69	6.55	-63.81	-28.2	92.7	3.62	61.44	6.53	43.86	46.45	-44.34	-45.56	-18.6	30.53	98.47	0.25	36.74	-26.88	66.45	32.81	-31.01	47.78	45.45	-10.33	43.33	32.41	15.49	54.88	51.67	-22.6	-12.2	3.42	34.19	-15.11	59.4	25.82	61.39	-5.34	19.99	-56.39	67.6	-24.86	27.46	-7.57	4.59	-14.41	-21.25	41.46	-7.04	-39.12	61.05	-17.25	-37.59	-17.99	16.29	10.34	-15.39	33.34	44.35	5.72	88.81	61.66	-16.9	-38.52	45.21	-41.73
x318	26.75	14.44	-34.09	-11.62	-54.15	-58.81	88.33	18.8	6.12	9.02	-98.26	-85.55	3.85	65.55	56.26	6.39	-15.84	79.6	-30.88	7.43	14.52	7	34.1	-12.7	-100	11.61	89.52	-18.8	7.43	2.02	21.23	2.56	6.91	40.4	-2.23	-4.31	-10.87	-75.54	23.64	9.47	-10.83	-5.71	29.48	-51.64	-74.64	89.26	12.77	-100	13.7	10.27	22.77	-16.59	-38.81	-95.06	41.45	-60.12	66.24	-47.04	-3.23	-15.02	42.53	14.4	36.44	-76.66	27.01	18.48	-34.62	-23.88	-23.91	-29.62	-25.7	-33.76	-77.55	-46.84	91.58	-41.61	61.71	-48.77	40.47	-37.47	-48.24	74.99	-35.91	59.74	-39.28	37.11	-21.42	61.18	-77.83	-32.92	31.2	-22.23	-1.18	-4.06	94.63	-0.39	18.39	9.55	51.64	70.91	-61.43	18.97	-53.72	-94.58	34.41	-30.3	20.07	23.98	-7.84	-1.3	16.11	-30.59	28.21	-61.32	62.3	50.22	46.63	-25.3	-72.28	15.87	-27.22	-42.54	42.82	27.98	-33.35	-46.98	14.99	54.48	-7.02	14.39	9.81	-11.54	20.77	45.99	9.7	-11.01	3.85	-50.16	19.71	-89.8	22.99	-21.55	-19.95	-58.48	-5.83	-86.83	-40.4	-0.07	-21.18	10.86	-60.62	5.19	-21.42	-4.15	12.7	27.06	-15.02	13.35	-3.34	6.75	31.2	-27.24	39.86	5.84	-29.58	-76.99	-48.44	-17.26	-43.04	60.18	-20.08	-49.27	-20.88	48.29	-14.98	-10.3	1.08	-100	45	-4.1
x319	-15.9	26.96	95.27	41.43	-4.57	-19.07	-88.31	-47.92	10.65	-57.98	29.36	-16.45	61.8	-81.68	-39.06	-26.07	-32.17	-69.38	-16.02	22.67	58.87	12.68	84.38	88.79	-22.92	42.03	82.61	-70.62	-2.96	27.86	-11.56	-11.55	-51.09	70.98	-71.95	16.54	-28.92	-20.88	-7.51	9.71	-30.6	38.73	-0.89	-33.82	26.32	59.08	48.55	77.84	-60.43	-10.59	62.8	-72.81	-48.42	55.5	39.49	7.66	59.64	39.48	28.52	-70.19	44.98	38.07	-56.22	-87.79	51.77	30.98	-12.41	-6.16	44.17	-71.42	31.33	-70.51	12.83	15.77	100	8.01	19.24	0.3	-15.37	-94.52	10.64	-27.77	35.74	20.31	-44.01	-51.41	-32.8	34.75	52.39	-6.73	-62.42	-100	98.34	8.59	-0.17	1.26	23.54	-19.75	21.73	-6.89	-81.13	-29.23	-32.76	-19.65	12.02	-27.25	-26.28	69.75	-47.62	-7.01	19.91	-11.25	11.09	-24.04	-65.17	68.34	-2.24	-35.14	-47.04	-14.25	81.54	7.75	-62.78	47.07	19.82	72.4	27.03	-35.83	-46.42	50.91	-11.39	43.83	-64.68	-50.14	-40.1	-58.38	-18.9	29	-8.95	-83.28	-2.15	-27.11	17.24	-28.57	68.47	-20.33	-31.31	0.61	59.18	50.38	-6.37	22.31	-89.58	48.81	14.02	-36.28	-51.5	-15.94	-41.64	-20.28	-31.03	-21.36	-78.14	-72.82	20.62	43.11	-59.67	6.19	-25.03	-20.7	27.15	-43.09	28.76	-14.43	6.01	26.59	-11.14	-12.65	2.3	-77.47
x320	16.57	-18.06	42.37	-43.91	39.77	12.3	-48.38	-29.88	-3.19	-34.2	19.48	-23.33	-42.18	-23.73	-5.65	-81.24	-73.6	57.02	-84.49	-92.34	-53.85	7.74	-38.29	-100	17.94	-31.32	-23.77	-92.98	-53.66	27.16	41.78	-27.45	-29.7	92.15	57.93	-3.83	-18.53	100	40.22	-9.19	-100	-54.12	-18.39	15.38	1.93	-19.03	7.91	32.85	10.42	25.25	31.84	-34.46	-37.43	-12.25	70.66	-31.9	-4.32	-8.48	-2.23	92.52	-40.56	-31.2	55.89	-17.32	21.99	-12.82	-42.14	-7.15	-7.11	-19.59	-2.52	-10.66	-57.96	-33.4	47.08	-9.16	-62.38	73.21	-53.3	-85.15	-18.97	33.8	-29.53	-73.76	-5.64	39.38	25.34	-53.82	-93.58	25.69	12.19	-69.13	-78.32	62.71	-62.73	-13.49	-32.02	-76.38	11.2	-70.67	-22.03	-53.8	-47.84	-29.33	-62.79	-85.34	-19.84	46.58	20.62	12.29	11.01	53.67	-7.15	-47.27	24.6	-4.7	-6.06	37.38	10.11	27.91	-81.58	27.09	67.08	-21.67	-26.72	28.17	87.27	30.53	43.45	24.76	17.38	59.4	28.81	-5.42	61.89	86.97	-9.73	25.16	-8.63	58.08	12.15	36.9	-25.83	28.55	27.22	3.42	-14.45	70.57	3.44	-43.44	-47.43	-12.41	-43.67	66.19	18.28	-17.77	26.53	-28.01	-28.44	-8.7	15.84	-51.74	63.75	13.36	-0.23	-11.76	-45.15	92.24	-20.59	19.42	18.52	41.29	-31.27	14.83	12.16	-4.2	6.38	52.38	60.16	19.9
x321	-1.2	-1.94	-45.42	47.12	18.44	95.74	18.22	23.54	-45.03	-100	-39.25	0.88	-5.46	-40.85	-83.9	-25.57	-55.69	-68.49	-79.57	-11.72	54.4	97.57	42.95	8.8	68.3	86.75	15.16	-5.27	3.65	-42.18	-42.39	10.65	43.24	64.4	-2.48	6.25	28.91	50.3	0.3	-66.52	40.03	84.15	-9.57	7.56	-50.05	4.37	-21.61	-19.1	42.1	-12.25	-37.16	8.57	-5.21	66.48	30.92	25.72	-3.25	58.43	47.57	-34.14	-0.57	23.84	22.85	80.32	3.93	-88.68	-0.25	-26.67	39.2	-28.9	-44.64	36.42	-48.03	16.97	-58.16	33.15	26.24	-13	-1.1	-8.02	-56.74	100	-16.84	-38.59	-56.07	-27.98	2.96	-42.64	-41.91	11.68	-20.42	10.94	-46.75	-26.74	-28.17	38.17	20.71	37.45	85.53	9.45	-25.2	46.31	-17.79	2.04	-30.45	-40.43	-15.18	-6.45	2.19	20.46	-1.78	36.16	15.12	28.32	-26.69	-46.15	-7.09	66.64	-47.42	9.57	6.99	76.37	62.98	12.77	26.02	35.64	-66.24	-28.07	-23.43	-100	-25.81	29.1	4.32	28.71	-4.84	38.14	19.27	-28.05	5.77	-18.88	-25.5	20.19	-61.47	-59.39	-2.07	27.43	15.78	-22.32	-78.76	30.92	77.29	30.93	24.11	-11.83	-61.08	-47.88	5.13	100	-87.94	54.81	-49.58	-88.91	0.39	31.67	17.01	-39.51	-28.09	-31.35	16.13	-33.1	14.26	37.7	-31	-5.95	3.98	68.17	-44.94	27.35	5.09	-42.13
x322	-28.78	-41.16	32.44	79.62	1.18	-44.27	32.48	-52.83	-31.85	0	29.15	-85.55	-14.33	-6.26	36.84	4.81	-73.6	-3.02	85.31	31.02	-0.56	-14.85	-80	-70.1	74.27	21.82	0.29	-19.21	100	57.09	16.85	63.29	-37.21	-49.62	16.24	32.19	-33.73	8.15	-58.95	-21	79.43	46.26	-13.51	-41.59	-0.37	12.01	-83.6	-83.93	-61.65	38.71	-56.54	30.83	60.17	-60.04	70.66	75.85	-21.55	-47.04	40.89	-45.69	-10.46	36.67	2.53	-9.5	77.35	42.65	-21.89	-85.08	-50.02	-24.44	48.12	86.58	15.44	-25.25	-33.12	33.54	-59.38	70.77	-0.04	24.39	19.43	-0.1	-34.94	-9.84	6.65	38.39	12.39	-8.05	-5.23	-23.19	-35.52	-0.08	-100	-18.18	11.34	-9.03	14.04	16.39	17.79	-52.58	28	2.36	-7.84	28.23	42.85	33.82	-57.58	-1.75	43.95	-3.2	48.91	-47.11	-3.6	3.31	26.06	-64.25	-17.47	-55.08	-76.69	28.1	41.09	36.79	62.19	-10.52	0.64	-33.21	56.99	-34.42	15.55	0.86	5.28	87.27	31.8	39.28	-16.41	70.45	-8.67	46.14	-56.19	100	-13.75	-25.5	14.44	-15.64	14.19	-47.46	-40.55	13.74	6.18	21.7	-32.32	-14.98	3	-1.02	-69.84	27.9	-51.5	-3.41	57.22	100	-35.48	-56.93	-16.91	5.84	45.94	-76.99	-24.75	-49.64	-15.79	60.18	5.69	-2.15	84.06	99.35	68.44	-10.3	15.93	-37.45	40.83	-58.23
x323	-24.81	-51.58	44.46	38.22	-28.43	-1.7	23.71	38.47	55.88	-100	-19.8	38.56	-33.9	-31.75	4.81	-60.55	-38.63	34.83	-6.88	26.34	58.87	35.07	-33.18	56.28	-59.12	12.27	40.62	-53.5	3.96	-8.61	-32.55	7.08	3.08	-32.94	-7.86	31.45	-6.05	-25.97	-24.09	-5.28	21.38	-47.78	-61.08	24.37	-59.94	-42.07	-83.6	60.22	42.61	-43.45	-42.9	-34.73	61.35	-95.06	-6.95	45.75	-48.06	-43.88	10.34	33.03	-25.25	-12.24	5.98	-39.18	30.02	37.94	76.97	64.72	25.44	1.96	-31.02	24.14	-70.18	17.95	22.69	33.54	13.1	-34.8	8.28	4.39	22.69	-0.1	-46.82	2.33	49.42	5.56	63.13	33.06	-16.08	-74.77	5.21	-58.76	6.98	2.49	-9.39	-11.32	1.8	-44.18	-98.05	48.32	63.38	43.08	-54.34	-1.92	-1.9	35.84	6.02	-18.57	-10.18	66.55	-27.35	79.23	30.49	-41.84	-67.4	13.96	36.94	47.65	-1.71	-9.41	6.89	52.65	4.49	45.03	-17.23	-14.44	-78.72	-19.98	-99.29	41.48	8.68	24.03	-14.97	-17.56	16.28	-28.59	-66.93	-79.37	14.6	-89.8	-41.47	18.93	45.73	-70.02	66.68	52.41	-19.73	-71.72	6.28	-22.77	15.7	51.88	8.27	-25.4	-12.92	27.9	-5.21	20.96	-24.86	55.26	-32.21	24.3	-24.18	-100	-10.75	-15.3	25.81	-40.81	-43.79	-14.78	4.37	4.97	22.05	-35.59	51.81	-18.97	-10.82	-8.27	-36.16	15.2
